rev_id,article_quality
638571205.0,Stub
638599355.0,Start
639021339.0,Stub
639061161.0,Start
639471171.0,Stub
640014648.0,Stub
640214913.0,Stub
640826254.0,Stub
641422326.0,Stub
641619789.0,Stub
642383400.0,Stub
642597959.0,Stub
642657096.0,Stub
642657247.0,Stub
643410335.0,B
643741011.0,Stub
643746000.0,Stub
643932216.0,Start
643932220.0,Start
643932225.0,Start
643932226.0,Start
643932239.0,Start
643932242.0,Start
644024203.0,Stub
644041882.0,Start
644399375.0,Stub
645225697.0,Start
645408814.0,Stub
645944000.0,Stub
645944060.0,Stub
646131340.0,Stub
647367482.0,Start
647450883.0,Stub
647483021.0,Start
647572730.0,Stub
647573541.0,Stub
647832959.0,Stub
647893858.0,Stub
647908204.0,Stub
648048611.0,Start
648271473.0,Stub
648935308.0,Stub
649098580.0,Stub
650458255.0,Stub
650462344.0,Stub
650493614.0,Stub
650493642.0,Stub
650494773.0,Stub
651250302.0,Start
651745952.0,Stub
651785828.0,Stub
651856758.0,Stub
652811277.0,Stub
653467222.0,Stub
653527941.0,Stub
653895210.0,Stub
654012510.0,Stub
655031906.0,Stub
655032578.0,Stub
655390291.0,Stub
655980284.0,Stub
656352211.0,Stub
656386131.0,Stub
656737492.0,Stub
657176628.0,Start
658939122.0,Stub
659315526.0,Stub
660214915.0,Start
660242064.0,Stub
660579437.0,Stub
660884852.0,Start
662458594.0,Stub
662681733.0,Start
662927043.0,Start
663088604.0,Stub
663166199.0,Stub
663348266.0,Stub
663572469.0,Stub
663617582.0,Stub
663783398.0,Stub
663880497.0,Stub
663892878.0,Stub
664532059.0,Stub
664669156.0,Stub
664787336.0,Start
664793790.0,Stub
664814622.0,Stub
664822251.0,Stub
665948270.0,Stub
666029819.0,Stub
666596918.0,Stub
666610075.0,Start
666752677.0,Start
666834672.0,Stub
666855555.0,Stub
666992156.0,Stub
666993286.0,Stub
666993638.0,Stub
667194771.0,Stub
667198201.0,Start
667815878.0,Start
667821864.0,Start
667873261.0,Start
667906849.0,Start
668091068.0,Stub
668095014.0,Stub
668258382.0,Stub
668449610.0,Stub
668646568.0,Stub
668646640.0,Stub
668646674.0,Stub
668646702.0,Stub
668646730.0,Stub
668830946.0,Stub
668917051.0,Stub
668917865.0,Stub
668917996.0,Stub
668918051.0,Stub
668918090.0,Stub
668918491.0,Stub
668918594.0,Stub
668918611.0,Stub
668918637.0,Stub
668918804.0,Stub
668936881.0,Stub
668936989.0,Stub
668937182.0,Stub
668937204.0,Stub
669010261.0,Stub
669039498.0,Stub
669266906.0,Stub
669301445.0,Stub
669387487.0,Start
669444168.0,Stub
669565720.0,Stub
669571173.0,Stub
669719757.0,Stub
669831602.0,Stub
669833212.0,Stub
669833349.0,Stub
669835390.0,Stub
669841183.0,Stub
669855022.0,Stub
669862709.0,Stub
669869895.0,Stub
669981316.0,Stub
669985109.0,Stub
669987106.0,Stub
670134982.0,Stub
670210734.0,Start
670462475.0,Stub
670625952.0,Stub
670893206.0,Stub
670917017.0,Stub
670960027.0,Stub
670971940.0,Stub
671016281.0,Stub
671023940.0,Stub
671029717.0,Stub
671032132.0,Stub
671047987.0,Stub
671073599.0,Stub
671122320.0,Start
671189093.0,Stub
671338098.0,Stub
671338216.0,Stub
671455150.0,Stub
671461616.0,Stub
671462644.0,Stub
671473289.0,Stub
671475479.0,Stub
671483959.0,Stub
671484594.0,Stub
671511760.0,Stub
671515606.0,Stub
671516033.0,Stub
671637265.0,Stub
671868722.0,Stub
671890885.0,Stub
671891037.0,Stub
671895550.0,Stub
671897239.0,Stub
671903264.0,Stub
672119030.0,Stub
672156082.0,Stub
672284154.0,Stub
672515581.0,Stub
672547562.0,Stub
672709444.0,Stub
672862914.0,Stub
673008587.0,Stub
673393730.0,Stub
673743772.0,Stub
674487383.0,Stub
674576443.0,Stub
674702694.0,Stub
674919905.0,Stub
675271208.0,Stub
675303236.0,Start
675376529.0,Stub
676040670.0,Stub
676043559.0,Stub
676044272.0,Stub
676498385.0,Stub
676610041.0,Stub
676612108.0,Stub
676661990.0,Stub
676691070.0,Stub
676732644.0,Stub
676734572.0,Stub
676782180.0,Stub
676828191.0,B
676841743.0,Stub
676947124.0,Stub
677094551.0,Stub
677317570.0,Start
677435096.0,Stub
677481095.0,Stub
677516121.0,Stub
677523953.0,Stub
677568976.0,Stub
677724847.0,Stub
677747943.0,Stub
677750304.0,Stub
677769770.0,Stub
677786528.0,Start
677974642.0,Stub
678140107.0,Stub
678440540.0,Stub
678532348.0,Start
678595657.0,Stub
678638092.0,Stub
678702587.0,Stub
678721991.0,Stub
679247120.0,Start
679294949.0,Stub
679509452.0,Start
679547012.0,Stub
679559247.0,Stub
679591301.0,Stub
679623758.0,Start
679873929.0,Start
680016822.0,Start
680036029.0,Start
680071857.0,C
680161213.0,Start
680174895.0,Stub
680205631.0,Start
680370867.0,Stub
680532939.0,Stub
680614363.0,Stub
680618398.0,Stub
680618797.0,Stub
680629551.0,Stub
680680191.0,Stub
680722683.0,Start
680886613.0,Stub
680933208.0,Stub
680981536.0,Stub
681177706.0,Stub
681201779.0,Stub
681605695.0,Stub
682145001.0,Start
682149007.0,Stub
682166816.0,Stub
682576258.0,Start
682928660.0,Stub
683020488.0,Stub
683127263.0,Stub
683282915.0,Stub
683417360.0,Start
683426884.0,Stub
683631802.0,Stub
683715284.0,Stub
683946857.0,Stub
683996491.0,Stub
684023803.0,Stub
684023859.0,Stub
684050793.0,Stub
684060626.0,Stub
684179656.0,Stub
684295893.0,Stub
684464777.0,Stub
684499128.0,Stub
684525811.0,Stub
684537777.0,Start
684542057.0,Start
684660655.0,Stub
684804678.0,Stub
684821806.0,Start
684859066.0,Stub
684879320.0,Start
684903534.0,Stub
684903869.0,Stub
685116600.0,Stub
685320824.0,Start
685347694.0,Stub
685720694.0,Stub
686050095.0,Stub
686269631.0,Stub
686349441.0,Stub
686375687.0,Stub
686406513.0,Stub
686619225.0,Stub
686777395.0,Start
686829001.0,Stub
687093229.0,C
687109778.0,Stub
687127320.0,Stub
687130572.0,Stub
687134370.0,Stub
687138552.0,Stub
687159311.0,Stub
687159388.0,Start
687159391.0,Start
687159546.0,Start
687160422.0,Stub
687285060.0,Stub
687492743.0,Stub
687613810.0,Stub
687837173.0,Stub
687882717.0,Stub
688145583.0,Start
688430552.0,Stub
688501356.0,Stub
688524967.0,Stub
688537236.0,Stub
688590526.0,Stub
688695923.0,Stub
688697227.0,Start
688763099.0,Stub
689248087.0,Stub
689614169.0,Stub
689844012.0,Stub
689893447.0,Stub
689932213.0,Stub
689944992.0,Stub
689950541.0,Stub
690074710.0,Start
690088836.0,Stub
690152474.0,Stub
690205437.0,Stub
690430012.0,Stub
690548204.0,Stub
690700220.0,Stub
690768683.0,Stub
690770856.0,Stub
691045510.0,Start
691201135.0,Stub
691346630.0,Stub
691389889.0,Stub
691747234.0,Stub
692123101.0,Stub
692141335.0,Stub
692173141.0,Stub
692298286.0,Stub
692475749.0,Stub
692502721.0,Stub
692502986.0,Stub
692684868.0,Stub
693011077.0,Stub
693055898.0,Stub
693179500.0,Stub
693208023.0,Stub
693211421.0,Stub
693292931.0,Start
693336296.0,Stub
693337130.0,Stub
693338177.0,Stub
693354280.0,Stub
693388584.0,Start
693431430.0,Stub
693514155.0,Stub
693552292.0,Stub
693573541.0,Stub
693624260.0,Stub
693661018.0,Stub
693714773.0,Stub
693721533.0,Stub
693748230.0,Stub
693817205.0,C
694039903.0,Stub
694084978.0,Stub
694112087.0,Stub
694313944.0,Start
694335820.0,C
694337217.0,Stub
694364743.0,Stub
694519009.0,Start
694557304.0,Start
694588693.0,Stub
694815600.0,Stub
694889020.0,Stub
694949199.0,Stub
694949347.0,Stub
694954386.0,Stub
694969219.0,Stub
694969272.0,Stub
695276940.0,Stub
695389357.0,Start
695393414.0,Start
695405443.0,Stub
695633280.0,Stub
695644408.0,Start
695938011.0,Stub
695941127.0,Stub
696105770.0,Stub
696119166.0,Stub
696253449.0,Start
696310078.0,Stub
696350624.0,Stub
696479863.0,Stub
696606312.0,Stub
696608092.0,Stub
696608668.0,Stub
697009255.0,Stub
697267319.0,Stub
697280332.0,Stub
697369222.0,Stub
697507956.0,Start
697511001.0,Stub
697556836.0,Start
697559666.0,Start
697662367.0,Stub
697742639.0,Stub
697897076.0,Stub
697908533.0,Stub
698048774.0,Stub
698077739.0,Stub
698093715.0,Start
698241676.0,Stub
698253253.0,Stub
698266236.0,Stub
698345894.0,Stub
698571611.0,Stub
698571613.0,Stub
698571631.0,Stub
698571634.0,Stub
698571661.0,Stub
698571662.0,Stub
698571672.0,Stub
698571717.0,Stub
698571731.0,Stub
698571738.0,Stub
698571745.0,Stub
698571747.0,Stub
698571748.0,Stub
698571750.0,Stub
698571758.0,Stub
698571782.0,Stub
698571785.0,Stub
698571803.0,Stub
698572100.0,Start
698572160.0,Stub
698572183.0,Stub
698572200.0,Stub
698572239.0,Stub
698572252.0,Stub
698572269.0,Stub
698572288.0,Stub
698572291.0,Stub
698572322.0,Stub
698572326.0,Stub
698572327.0,Stub
698573619.0,Stub
698573648.0,Stub
698573657.0,Stub
698573663.0,Stub
698573690.0,Stub
698573707.0,Stub
698573738.0,Stub
698575586.0,Stub
698575613.0,Stub
698575620.0,Stub
698575646.0,Stub
698575662.0,Stub
698575677.0,Stub
698575695.0,Stub
698575714.0,Stub
698582041.0,Stub
698635954.0,Start
698806662.0,Stub
698806682.0,Stub
698807297.0,Stub
698807322.0,Stub
698807325.0,Start
698807337.0,Stub
698807345.0,Stub
698807371.0,Stub
698807791.0,Stub
698865505.0,Start
698946168.0,Stub
698946169.0,Stub
698947539.0,Start
698947672.0,Stub
698947841.0,Stub
698948097.0,Stub
698948150.0,Stub
698964210.0,C
699022350.0,Stub
699090098.0,Stub
699090515.0,Stub
699093655.0,Stub
699105110.0,Stub
699105313.0,Stub
699105350.0,Start
699105456.0,Stub
699105911.0,Start
699105927.0,Start
699105952.0,Stub
699105999.0,Stub
699106128.0,Start
699106152.0,Stub
699106649.0,Stub
699106665.0,Stub
699136209.0,Start
699143672.0,Stub
699197059.0,Stub
699197123.0,C
699197323.0,Stub
699197850.0,Start
699198463.0,Stub
699198744.0,Start
699199094.0,Stub
699217035.0,Stub
699217197.0,Stub
699244801.0,Stub
699260156.0,Start
699336500.0,Start
699336835.0,Stub
699336991.0,Start
699337057.0,Start
699337076.0,Stub
699337845.0,Start
699338274.0,Stub
699338569.0,Stub
699339086.0,Stub
699339429.0,Start
699339451.0,Stub
699339741.0,Stub
699339799.0,Stub
699339851.0,Stub
699340034.0,Stub
699340111.0,Stub
699340192.0,Start
699340750.0,Stub
699340982.0,C
699341069.0,Start
699341077.0,Stub
699341277.0,Start
699359388.0,Start
699363937.0,Stub
699385095.0,Stub
699387282.0,Stub
699387500.0,Stub
699387764.0,Stub
699520934.0,Start
699565471.0,Start
699589239.0,Stub
699674395.0,Stub
699691415.0,Start
699692070.0,Stub
699698855.0,Stub
699698896.0,Stub
699700649.0,Stub
699701755.0,Stub
699739069.0,Stub
699876153.0,Stub
699931269.0,Stub
699979806.0,Start
700002117.0,Stub
700027061.0,Stub
700061282.0,Stub
700172278.0,Start
700180948.0,Stub
700307974.0,Stub
700312550.0,Stub
700355020.0,Stub
700355034.0,Stub
700355073.0,Stub
700400143.0,Stub
700445444.0,Start
700458967.0,Start
700474660.0,Stub
700475564.0,Stub
700476319.0,Stub
700476353.0,Stub
700669417.0,Stub
700670718.0,C
700719585.0,Stub
700864508.0,Stub
700932354.0,Start
701014752.0,Start
701047665.0,Start
701048027.0,Stub
701106976.0,Start
701219833.0,Start
701394744.0,Stub
701395219.0,Stub
701431224.0,Stub
701437626.0,Stub
701452937.0,Stub
701588716.0,Stub
701742218.0,Stub
701745522.0,Stub
701771698.0,Start
701832149.0,Stub
701871912.0,Stub
701896358.0,Start
701904302.0,Stub
701961167.0,Stub
701998658.0,Stub
702098995.0,Stub
702258783.0,Stub
702355716.0,Stub
702357552.0,Stub
702484294.0,Stub
702509338.0,Stub
702687818.0,Stub
702707688.0,Start
702712670.0,Stub
702727008.0,Start
702729826.0,Stub
702740797.0,Start
702832114.0,Stub
702875035.0,Stub
702893111.0,Stub
702930848.0,Start
702949370.0,Start
702964122.0,Start
702969677.0,Stub
702972334.0,Stub
702973103.0,Stub
702974211.0,Start
702974510.0,Stub
703029024.0,Stub
703037968.0,Start
703053769.0,Stub
703053876.0,Stub
703053905.0,Stub
703054379.0,Stub
703054420.0,Stub
703054447.0,Stub
703054465.0,Stub
703054481.0,Stub
703054542.0,Start
703054561.0,Stub
703054581.0,Stub
703054633.0,Stub
703054668.0,Stub
703055426.0,Stub
703055552.0,Stub
703060685.0,Stub
703098503.0,Stub
703105765.0,C
703133769.0,Stub
703183568.0,Start
703187650.0,C
703207074.0,Stub
703216645.0,Stub
703222512.0,Stub
703224305.0,Stub
703226576.0,Stub
703296748.0,Stub
703296780.0,Stub
703296853.0,Stub
703325745.0,Stub
703331074.0,C
703366953.0,Stub
703366980.0,Stub
703380433.0,Stub
703384635.0,Stub
703384656.0,Stub
703385617.0,Start
703386200.0,Start
703392035.0,Stub
703392121.0,Stub
703401191.0,Stub
703401364.0,Stub
703403120.0,Stub
703405191.0,Start
703406889.0,Stub
703412803.0,Stub
703416870.0,Stub
703422434.0,Stub
703423083.0,Start
703436823.0,Start
703442039.0,Start
703463813.0,Stub
703477174.0,Stub
703478926.0,Stub
703494680.0,Start
703495399.0,Stub
703507854.0,Stub
703532164.0,Stub
703540064.0,Start
703546632.0,Start
703547153.0,Stub
703550487.0,Stub
703551448.0,Stub
703555897.0,Stub
703558722.0,Stub
703558902.0,Stub
703559376.0,Stub
703559571.0,Stub
703560413.0,Stub
703569338.0,Stub
703580130.0,Stub
703652809.0,Start
703666654.0,Start
703693244.0,Stub
703707383.0,Start
703719281.0,Start
703721936.0,Stub
703726449.0,Stub
703726461.0,Stub
703759447.0,C
703773782.0,Stub
703819839.0,Stub
703821686.0,Stub
703857757.0,Stub
703874973.0,Stub
703875077.0,Stub
703915721.0,C
703922417.0,Stub
703925527.0,Stub
703937309.0,Stub
703937386.0,Stub
703955448.0,Stub
704000120.0,Stub
704001951.0,Stub
704004670.0,Stub
704010140.0,Start
704039243.0,Stub
704039294.0,Stub
704047959.0,Start
704094181.0,Stub
704136762.0,Stub
704235837.0,Start
704358444.0,C
704369545.0,Stub
704373054.0,Stub
704424304.0,Stub
704428239.0,Stub
704438564.0,Stub
704438953.0,Stub
704451065.0,Start
704452023.0,Start
704455431.0,Start
704460602.0,Start
704467987.0,Stub
704476712.0,Stub
704491213.0,Stub
704516768.0,Start
704529226.0,Stub
704529261.0,Start
704529371.0,Stub
704529469.0,Stub
704529565.0,Stub
704529649.0,Stub
704529680.0,Stub
704529707.0,Stub
704529774.0,Stub
704529947.0,Stub
704529983.0,Stub
704530012.0,Stub
704530050.0,Stub
704530111.0,Stub
704530148.0,Stub
704530193.0,Stub
704530253.0,Stub
704569851.0,Start
704575541.0,Stub
704596904.0,Stub
704597450.0,Stub
704600764.0,Stub
704611447.0,Stub
704636414.0,Stub
704636517.0,C
704651379.0,Start
704668476.0,Stub
704676106.0,Stub
704689916.0,Stub
704719275.0,Stub
704744768.0,Stub
704745155.0,Start
704772645.0,Stub
704779585.0,Stub
704789339.0,Stub
704816808.0,Start
704830391.0,Stub
704833506.0,Stub
704859854.0,Start
704860350.0,Stub
704866062.0,Stub
704875463.0,Start
704888246.0,Stub
704893591.0,Stub
704897187.0,Stub
704906631.0,Stub
704909164.0,Stub
704909244.0,Stub
704909670.0,Stub
704914179.0,Stub
704916318.0,Stub
704916375.0,Stub
704917703.0,Stub
704919844.0,B
704929287.0,Stub
704933176.0,Start
704936337.0,Stub
704938340.0,Start
704954450.0,Stub
704966834.0,C
704971958.0,Start
704981447.0,Stub
704981869.0,Stub
704987150.0,Stub
705001594.0,Stub
705015595.0,Start
705017090.0,Stub
705038435.0,Stub
705046546.0,Start
705047305.0,Stub
705071250.0,Stub
705080136.0,Start
705088060.0,Stub
705106158.0,Stub
705111781.0,Stub
705119502.0,Start
705122808.0,Start
705167083.0,C
705177330.0,Start
705180584.0,Stub
705200309.0,Stub
705200468.0,Stub
705202080.0,Stub
705202157.0,Stub
705204037.0,Stub
705206510.0,Start
705206616.0,Start
705212313.0,Start
705213504.0,Stub
705218371.0,Start
705222873.0,Stub
705226005.0,Stub
705228603.0,Stub
705236060.0,Stub
705244503.0,Stub
705247791.0,Stub
705254033.0,Stub
705264062.0,Start
705267741.0,Stub
705267817.0,Stub
705267832.0,Stub
705268153.0,Stub
705268171.0,Start
705268248.0,Start
705268496.0,Stub
705268522.0,Stub
705268536.0,Stub
705268645.0,Stub
705272416.0,Stub
705274650.0,Start
705277835.0,Stub
705286745.0,Stub
705288012.0,Stub
705288814.0,Stub
705293831.0,Start
705301730.0,Stub
705322126.0,Stub
705332341.0,Start
705346284.0,Stub
705346304.0,Stub
705346378.0,Stub
705346396.0,Stub
705346462.0,Stub
705346724.0,Stub
705346741.0,Stub
705346794.0,Stub
705346842.0,Stub
705346888.0,Stub
705346938.0,Stub
705346996.0,Stub
705347018.0,Stub
705347032.0,Stub
705347050.0,Stub
705347079.0,Start
705347109.0,Stub
705347141.0,Stub
705347152.0,Stub
705347173.0,Start
705347224.0,Start
705347243.0,Stub
705349064.0,Start
705349092.0,Stub
705349139.0,Start
705349167.0,Stub
705349213.0,Stub
705353421.0,Stub
705353491.0,Stub
705353565.0,Stub
705353584.0,Stub
705353647.0,Stub
705353678.0,Stub
705353843.0,Stub
705353896.0,Stub
705353975.0,Stub
705354095.0,Start
705354112.0,Stub
705354212.0,Stub
705360501.0,Start
705360606.0,Start
705361515.0,Stub
705361631.0,Stub
705361890.0,Stub
705361977.0,Stub
705362182.0,Stub
705362274.0,Stub
705363525.0,Stub
705363610.0,Stub
705363657.0,Stub
705363872.0,Start
705363891.0,Start
705369652.0,C
705381218.0,Stub
705383874.0,Start
705385310.0,Stub
705386024.0,Stub
705390654.0,Stub
705395252.0,Stub
705395257.0,Stub
705397692.0,Stub
705402311.0,Stub
705409866.0,Start
705419921.0,Stub
705420162.0,Stub
705420173.0,Stub
705426676.0,Stub
705426756.0,Stub
705426772.0,Stub
705428274.0,Stub
705431624.0,Stub
705432607.0,Stub
705433513.0,C
705434314.0,Stub
705436088.0,Stub
705459067.0,Start
705460148.0,Stub
705460585.0,Start
705467367.0,Start
705490419.0,Start
705518003.0,Stub
705518883.0,Stub
705527296.0,Stub
705528950.0,Stub
705539849.0,Stub
705543133.0,Stub
705546376.0,Stub
705547266.0,Stub
705550209.0,Stub
705557717.0,Stub
705570766.0,Stub
705579844.0,Stub
705585115.0,Start
705586751.0,Start
705597487.0,Stub
705601685.0,Start
705607317.0,Stub
705607410.0,Stub
705619664.0,Stub
705622230.0,Stub
705622580.0,Stub
705631918.0,Stub
705653632.0,Stub
705700815.0,Stub
705706890.0,Start
705707214.0,Stub
705720356.0,Stub
705723187.0,Start
705723441.0,Stub
705726893.0,Stub
705727586.0,Start
705736835.0,Start
705736979.0,Stub
705737107.0,Start
705746468.0,Stub
705765669.0,Stub
705765780.0,Stub
705775235.0,Start
705776541.0,Stub
705817095.0,Stub
705842209.0,Start
705870505.0,Stub
705878369.0,Stub
705882918.0,Stub
705883069.0,Stub
705886439.0,Start
705901879.0,Start
705904127.0,Stub
705910185.0,Stub
705911885.0,Stub
705915804.0,C
705920025.0,Start
705924460.0,Start
705924765.0,Stub
705925026.0,Stub
705927033.0,Stub
705929702.0,Stub
705951934.0,Stub
705953821.0,Start
705960229.0,Stub
705961390.0,Stub
705968296.0,Start
705980040.0,Start
705986322.0,Start
705993227.0,Stub
706015433.0,Stub
706047516.0,Start
706049252.0,Stub
706066998.0,Stub
706067548.0,Stub
706073156.0,Stub
706085467.0,Start
706100027.0,Stub
706112927.0,Stub
706114162.0,Stub
706114442.0,Stub
706115246.0,Start
706119974.0,Stub
706146554.0,Stub
706152385.0,Start
706183416.0,Stub
706183637.0,Stub
706183676.0,Start
706183917.0,Stub
706188219.0,Start
706198405.0,Stub
706202497.0,Stub
706204833.0,Stub
706206903.0,Stub
706207837.0,Start
706211513.0,Start
706231609.0,Stub
706231743.0,Stub
706231958.0,Start
706233042.0,Start
706233074.0,Stub
706233282.0,Start
706233501.0,Stub
706234220.0,Stub
706235030.0,Stub
706235531.0,Start
706236661.0,Stub
706240273.0,Stub
706240609.0,Stub
706241606.0,Stub
706241823.0,Stub
